"s1","s2","z"
0.27,0.01,-0.527289491145487
-0.38,0.33,-0.102284564061834
0.46,-0.1,-0.660656286015737
0.22,0.39,-1.21234469049853
-0.32,-0.45,-0.21153138344393
-0.25,-0.42,-1.47714553476157
-0.31,-0.14,0.6508871024409
-0.26,-0.46,-0.352442482913803
0.11,-0.19,-0.415671814393204
-0.14,-0.35,-0.501892976098435
-0.43,0.44,0.0127309532760283
0.29,0.08,-0.423296077675183
0.38,0.42,-1.600000221649
0.14,0.2,-1.85071643811657
0.16,0.49,-2.11746564999824
0.37,-0.12,0.02143383362421
-0.2,-0.06,-0.246099462972416
-0.43,-0.11,0.741617402844619
0.43,0.33,-0.946977425931301
0.18,0.26,-2.24793846950299
0.39,-0.2,-0.210729366117345
-0.27,-0.01,-0.227636044797209
-0.04,-0.13,0.0677956223099879
-0.17,0.41,0.104641915494752
0.03,-0.44,-1.30089995038675
-0.02,-0.23,-0.196381241038341
-0.02,0.42,-1.1621265585413
0.24,-0.05,-0.672597484980342
0.24,0.09,-0.191680990737727
0.47,0.49,0.22318625759822
0.03,-0.14,0.859900317617378
-0.44,0.48,0.252179023955939
-0.15,-0.15,0.73111256670534
-0.5,-0.44,0.218872847776951
0.1,0.14,0.384209589906
0.14,0.27,-1.40973625274635
-0.39,0.21,0.334514529829647
0,0.35,0.0713947437673976
-0.49,-0.4,-0.295400311305788
-0.2,0.34,-0.0673626354929022
0.23,-0.02,-0.64887419057021
-0.15,-0.48,-1.32475310937411
0.22,-0.01,-0.616855241480592
0.42,0.45,-1.1741701110235
0.27,-0.12,-0.824108244676464
0.38,-0.05,0.0338922086357582
-0.31,0.3,0.385818773752725
0.04,0.02,0.854896228732087
-0.45,-0.06,1.0235880317111
-0.45,-0.15,-0.351610746844603
-0.18,-0.13,0.881336576343212
-0.29,0.41,0.924962881269525
-0.08,-0.14,-0.0658187679901276
0.13,0.33,-1.57758080241501
-0.29,-0.45,-0.309360864432161
0.37,0.12,-2.93380087324728
0.25,0.1,-0.174536121243875
0.41,-0.32,-0.585604754144033
-0.1,-0.39,-2.0640474254283
-0.42,0.18,0.186522233277965
-0.09,-0.39,-2.13356159736315
0.13,0.42,-1.2716107516885
0,0.5,-0.966910419967737
0.11,-0.49,0.716896491080002
-0.43,0.33,-0.763033114552727
0,-0.33,-1.79551008175893
-0.04,-0.18,-0.0788085660989832
-0.29,-0.49,-0.407490501793921
0.44,0.21,-1.53483098628655
0.38,-0.09,-0.488782277613524
-0.28,-0.04,-0.460219530323949
-0.09,0.14,0.917904191952035
-0.01,-0.28,-0.348777066445064
-0.35,-0.47,-0.52727025568545
0.48,-0.18,-0.818907666446012
0.47,-0.05,-1.22144681261565
-0.09,-0.21,-0.0560936608129659
-0.21,-0.46,-0.639982810578275
-0.04,-0.36,-2.01177812907306
0.46,-0.29,-0.952457878633503
-0.37,-0.13,0.598810705543529
0.42,-0.46,-1.23493384438175
-0.45,-0.16,-0.512189881680399
-0.06,0.42,-1.52593860777815
-0.33,-0.35,-0.412998662309313
0.43,-0.07,-0.723978430926015
0.12,-0.21,-0.375559855900073
0.01,0.47,-1.58253733321051
0.29,-0.22,-0.693172110947123
-0.25,-0.12,0.811651733171115
0.27,-0.08,-0.881665763875002
-0.49,0.2,0.477681596930173
-0.13,-0.15,0.606425636316805
-0.1,-0.2,-0.14980218949034
-0.06,-0.05,-0.309975068853012
-0.15,0.24,-0.725426192818998
0.34,0.01,0.0859303217065221
0.08,0.33,-0.197318575980135
-0.27,-0.39,-0.690391381691959
0.34,-0.46,-0.354887128467358
-0.02,0.4,-1.02546940127249
0.22,-0.31,-0.188556443192222
0.08,-0.07,1.47485867888756
-0.43,-0.14,-0.068944536260067
-0.1,-0.18,0.137981528444515
0.41,0.16,-2.75003773058288
0.4,-0.16,-0.837239649794818
-0.19,0.03,-1.16847793448765
-0.06,-0.47,-1.43691514942436
-0.05,-0.42,-1.83710381131982
0.03,-0.29,-0.81399911284255
-0.13,0.11,-0.515200255428761
0.19,-0.18,-1.0965132459075
-0.43,0.13,-0.155794916913728
-0.32,0.03,-1.02392049641217
-0.26,-0.15,0.885518669897482
-0.2,-0.43,-1.82057491703406
0.28,0.13,-1.48204486298142
0.39,-0.5,-1.54310543965147
0.0700000000000001,-0.45,-1.13386040049634
-0.35,0.46,-0.701550699770252
0.36,-0.21,-0.181299246477698
-0.15,-0.44,-1.46416842548534
-0.15,0.29,-0.8350889176603
-0.43,-0.02,0.503537840519766
0.49,0.36,-1.60031077708217
-0.06,0.4,-0.829720230037535
0.46,0.04,-2.34498842903901
0.2,-0.13,-0.734954522453388
-0.24,0.28,0.287909407948899
0.22,0.04,-0.729160506697104
-0.05,0.48,-0.808452548146151
0.24,-0.29,-0.214790332753385
-0.47,0.01,1.03551595099769
0.25,0.17,-1.6829221271356
-0.1,0.26,-0.21867779843921
-0.43,-0.27,-0.919495453129422
0.18,0.41,-0.80908371515982
-0.37,-0.46,-0.518112219467065
0.13,-0.41,-1.29191952275915
-0.26,0.16,-1.25548851884856
-0.22,0.0700000000000001,-1.08839077819982
-0.43,-0.31,-0.548669531590016
-0.23,-0.06,-0.0999517347367645
0.49,0.24,-1.62103958379668
0.37,0.26,-2.48573686357247
-0.48,-0.09,0.41062467887179
-0.15,0.36,-0.294411258573539
-0.3,-0.09,0.203373551707956
0.03,-0.43,-1.25028132850716
0.47,-0.31,-0.819295941773236
0.49,0.17,-1.21140849559026
0.44,-0.29,-0.501167431045597
-0.47,-0.29,-0.576223921670424
0.02,-0.27,-0.395211582952787
0.21,-0.22,-1.06574375789114
0.1,0.45,-1.73482804771226
0.28,0.0600000000000001,-0.27942289703796
-0.49,-0.27,-0.78260587405509
0.17,-0.06,-0.794000851723701
-0.27,-0.45,-0.33902415666119
0.38,0.32,-1.28224711952309
0.48,0.41,-1.03352501492913
-0.21,0.26,-0.822215244114334
0.2,-0.35,-0.425187745585205
0.26,-0.43,1.6607174844091
-0.41,-0.01,0.874975723287778
-0.47,0.5,-0.75845696058016
-0.12,-0.4,-2.03878071123109
-0.22,0.43,0.195979408071355
-0.04,-0.38,-2.281571257618
0.16,0.35,-1.55799128064326
-0.29,-0.41,-0.722100670007888
-0.5,0.0700000000000001,1.29379464420008
-0.06,0.09,0.572361336666059
0.46,0.21,-1.22247999148594
0.04,0.16,0.892762548634115
0.26,0.41,-0.952612060760324
-0.5,-0.45,0.420507116297866
0.01,0.11,1.1272975861189
0.32,-0.17,0.0414615844878436
0.33,-0.03,-0.0913750356336113
-0.23,-0.47,-0.558082704491265
0.33,0.02,0.0795776588852463
0.29,0.28,-2.74249213404452
0.03,-0.36,-1.83254308696118
0.46,0.05,-2.46895548077784
-0.21,0.22,-0.795605189498712
-0.21,-0.11,1.14251051510051
0.43,0.38,-1.67740152727492
0.02,0.26,1.16388768622454
0.04,0.41,-1.54206150539733
0.24,-0.47,1.29390952859447
-0.49,-0.36,0.36387331387413
0.08,0.23,-0.302614348450722
0.02,-0.15,0.64871955881639
0.36,0.4,-1.49513072317327
0.16,0.36,-1.41752118672442
0.49,0.23,-1.44026459787732
0.36,-0.19,-0.00783512686466082
0.19,-0.29,-0.230089557825327
-0.16,0.08,-0.948869969850454
-0.4,-0.16,-0.430993653890804
0.19,-0.01,-0.494388049977391
0.01,-0.07,0.726171438090774
-0.06,0.18,1.42874144071682
-0.16,0.26,-0.682644910843656
0.0700000000000001,-0.31,-1.14339297690135
-0.36,0.21,0.899705783791248
-0.01,0.22,1.09920241768001
0.23,0.2,-2.25985741624378
-0.46,-0.32,0.141844773136439
0.05,-0.26,-0.547187314304802
0.41,0.3,-1.2391038188685
0.2,0.35,-1.58267625501222
-0.13,-0.13,0.254308807874437
-0.17,0.46,0.171020195666397
0.24,-0.19,-1.12657329239692
0.12,0.49,-2.03532352220806
-0.47,0.08,0.490627573035997
-0.26,0.21,-0.509304267743396
0.09,0.44,-1.58231000288279
0.02,0.24,0.988703764882877
0.15,-0.05,-0.784412180310486
0.02,-0.4,-1.6514139274569
0.22,0.35,-1.5102444285964
0.22,0.21,-2.47468766155809
-0.12,0.46,-0.110793799040823
0.02,0,0.774056589427268
0.37,0.03,-0.615272293862029
0.29,0.48,-1.36212523666678
0.09,-0.06,1.10275705522792
-0.13,-0.28,1.01957217506726
-0.1,0.3,-0.214649376159108
0.42,0.13,-3.14433624298416
0.41,-0.19,-0.874624769817764
0.34,-0.17,-0.0184586656297891
0.24,0.0600000000000001,-0.392973169753715
0.3,0.18,-2.56207383820545
-0.35,0.0600000000000001,-0.677055462797808
0.48,0.29,-0.974425125735084
0.09,0.1,1.16786692730646
0.05,0.1,1.23314919725896
-0.45,0.14,-0.551117931240317
0.29,0.13,-1.71050149198951
-0.1,-0.19,-0.0296605280645396
-0.29,-0.43,-0.904035554970811
-0.4,0.48,-0.282655082418009
-0.17,0.43,0.262697307690352
-0.38,0.04,0.680394834278626
0.09,-0.37,-0.964666206265886
0.32,0.05,-0.223542873596267
0.26,0.11,-0.434119824888373
-0.34,-0.13,0.914833951813883
-0.24,0.1,-1.56727540628964
-0.29,-0.23,-0.0773463733044849
0.14,-0.12,0.191055927514575
-0.41,-0.14,0.0278448333256228
-0.09,-0.46,-1.81921771302683
-0.36,0.24,0.737250557768596
-0.17,0.2,-1.15014239280068
-0.16,-0.02,-1.07897747430891
-0.07,-0.35,-1.12209446038274
-0.42,-0.19,-0.836551471627514
-0.48,-0.35,-0.0509490238398992
0,-0.42,-1.75775061527484
-0.13,-0.3,0.697056927152573
-0.44,0.27,-0.832857231346112
0.22,-0.06,-0.469192353275255
-0.08,-0.31,0.151480509690878
0.13,0.13,-0.031137439716303
0.21,0.44,-1.632025838149
0.27,-0.05,-0.883422471878693
-0.5,0.39,0.326989552204599
-0.08,0.18,1.1425173961031
-0.27,0.13,-1.00534926330834
-0.15,0.37,-0.337089179136699
-0.42,0.05,0.619668352192489
-0.07,-0.41,-2.11755417066744
-0.28,0.45,0.616498684753407
0.25,-0.2,-0.855985419036996
0.24,-0.15,-1.11029468424498
0.38,-0.06,-0.0899121618458146
-0.43,0.45,0.191370869881674
-0.18,0.0700000000000001,-1.24102535092949
-0.34,0.1,-0.0702561335091733
0.36,0.11,-2.50306041936329
0.35,0.49,-0.923916855064809
-0.36,-0.45,-0.423277408914167
-0.32,-0.13,0.769788259144797
0.09,0.24,-0.55555830574175
0.38,-0.26,-0.142919093193334
0.5,0.23,-1.60718523032053
-0.15,-0.28,1.27623652155921
0.28,-0.49,0.547842533994416
-0.08,0.23,0.543279904365234
-0.19,0.08,-1.18381263198439
0.2,-0.34,-0.59939493240663
-0.43,-0.48,0.42943394839689
-0.42,0.25,-0.245585639339731
-0.06,0.49,-0.23109842366523
0.46,0.43,-0.909855156574272
-0.28,-0.29,0.077100322028806
0.4,-0.12,-0.889802976307554
0.19,-0.46,2.45932455423889
-0.02,-0.21,0.121094276363021
0.02,-0.45,-1.28798342305691
-0.04,-0.34,-1.43624467696317
0.35,0.09,-1.68140903385524
-0.48,0.09,0.719758549178267
0.26,-0.06,-0.798060849038866
-0.2,-0.12,1.12392677934286
0.0600000000000001,-0.12,1.61185650179655
-0.01,-0.03,0.701133199130476
-0.24,0.05,-0.543871411874634
-0.06,-0.25,0.214757349053316
0.13,-0.29,-0.349120377843595
0.0600000000000001,-0.15,1.01443961606531
-0.37,0.1,-0.227851753303692
-0.15,0.04,-1.05562225206586
0,0.34,0.357557039873891
0.45,0.49,0.211790862491307
-0.18,0.05,-1.2990742971175
-0.14,0.36,-0.398999612835371
0.2,-0.12,-0.628150154732709
-0.45,0.38,-0.193819759291424
-0.27,-0.19,0.109699966724245
0.29,0,-0.334813070428874
0.32,-0.18,-0.0929939431629321
0.34,0.11,-2.05616598462701
0.17,-0.38,-0.819322498121763
-0.35,-0.23,-0.83680567449271
0.31,0.13,-1.96344094438996
0.04,0.15,1.10794652730817
-0.18,0.25,-0.659288472861681
-0.16,0.17,-1.14448617226963
-0.14,-0.01,-1.02707009719177
0.1,-0.27,-1.16058600691387
-0.24,-0.48,-0.583020784373521
-0.15,0.27,-0.764224554227589
0.46,-0.45,-1.73822665478536
0.26,-0.39,1.86287694374037
0.46,-0.37,-1.14601908404922
-0.31,-0.29,-0.433453057932691
0.11,-0.09,0.822522222129178
0.14,-0.35,-1.0861371771008
0.22,-0.44,2.3865683201896
-0.46,-0.28,-0.783866193189339
-0.24,0.44,0.543798547238707
-0.02,0.48,-1.27065428678105
-0.46,-0.11,0.46938586742983
0.42,0.25,-1.58441068230305
-0.29,0.03,-0.768569593046834
-0.33,0.35,0.817020800574371
-0.12,0.37,-0.577423104167181
-0.14,-0.02,-1.26074085083564
-0.44,0.31,-0.730959315804693
0.14,0.5,-2.01141296794194
-0.12,0.22,-0.732253237219349
0.11,0.05,0.982273266462212
0.13,-0.31,-0.317322696497909
0.28,-0.09,-0.86027590692581
0.27,0.26,-3.35401086227903
-0.2,-0.48,-0.840935641934636
0.27,0.13,-1.15550903620797
0.1,-0.06,0.858694845621323
0.02,0.16,0.675895178662895
0.32,0.29,-2.48560483550078
0.05,-0.3,-1.1052456941779
-0.35,0,0.240357318279177
-0.43,0.03,0.672588712396831
-0.11,-0.01,-0.449561220105611
-0.06,-0.19,-0.392732228795769
-0.18,-0.22,0.755890589240383
0.08,0.19,-0.134642082585146
0.48,-0.36,-1.50693472323293
0.47,-0.17,-0.636106329437583
0.34,0.0600000000000001,-0.546966223144517
-0.15,0.19,-1.0418381331048
0.13,-0.42,-1.05175788243804
0.03,-0.47,-0.977039764759717
0.02,-0.11,1.1818576651689
-0.23,-0.49,-0.662314919971004
-0.21,0.24,-0.731399921247768
-0.38,0.27,0.135655130593421
0.33,0.04,-0.137979122104509
-0.38,0.49,-0.0462747680454967
0.42,0.44,-1.18466214335122
0.35,-0.41,-0.433631910970482
0.23,0.22,-2.79231698526087
0.14,0.14,-0.639942433651798
-0.05,0.37,-0.641574582678934
-0.08,-0.29,0.161770429428064
0.25,0.24,-3.19759154894603
-0.16,0.05,-1.06023114639985
0.0700000000000001,-0.22,-0.532861028941442
-0.05,-0.17,-0.119086106448747
0.04,0.0700000000000001,1.07607492910068
0.12,-0.18,-0.375324586910593
0.04,0.22,0.33785256201537
-0.46,0.42,0.625618401671434
-0.34,-0.35,-0.385413325563826
-0.48,-0.31,0.0839710678127875
-0.3,-0.04,-0.536501460721302
-0.04,0.33,0.309953738593378
-0.48,-0.43,-0.157052243339886
0.39,-0.01,-0.269955407599136
0.23,0.37,-1.56318476435066
-0.15,0.15,-0.773004595993369
0.41,0.42,-1.26579258930666
-0.11,0.18,0.157433772973999
0.38,0.1,-2.84289771984684
0.16,0.16,-1.65288773739046
-0.38,-0.17,-0.68318893173968
-0.22,0.42,0.336999952024311
-0.16,-0.12,0.513368459733083
0.21,-0.26,-0.51724465326272
0.42,-0.28,-0.592710391762747
-0.07,0.22,1.14187125069498
0.13,-0.12,0.208985603916951
0.09,0.43,-1.42916513418832
0.32,0.21,-3.10823901089541
-0.45,0.31,-0.289086721513863
0.44,-0.28,-0.454120731904404
0.1,-0.02,0.489239462022673
-0.27,0.0700000000000001,-0.409621189254411
0.28,-0.27,-0.477734234769674
0.24,0.2,-2.31082247047932
-0.35,-0.26,-0.338384594356159
0,0.04,0.78906347987542
-0.04,-0.3,-0.377789395622686
-0.13,-0.05,-1.55694323143718
-0.33,0.28,0.537036460004431
-0.47,0.32,-0.0273141142095886
0.45,0.22,-1.2466438718813
0.04,-0.11,1.60098501950299
-0.17,0.32,-0.609358937084918
-0.49,0.28,0.626735126846665
-0.25,0.12,-1.4845497330871
-0.49,0.45,-0.16895622375893
-0.43,-0.07,0.88947428826606
0.44,-0.41,-1.20794907208791
0.05,0.16,0.850688453171535
0.15,0.34,-1.63339881396848
0.0700000000000001,-0.1,1.71026805608249
-0.06,0.19,1.33207458741096
0.38,-0.07,-0.292137291805444
-0.22,-0.48,-0.664836181173002
0.33,0.28,-2.55651413094952
0.0700000000000001,0.3,-0.0170778137591053
-0.31,-0.42,-0.689636817115394
0.43,0.43,-1.19639007711784
-0.14,0.21,-0.834479930453585
0.42,-0.3,-0.469367421410037
0.47,-0.2,-0.900540665723924
-0.06,0.31,0.550216416253846
-0.13,-0.03,-1.40124819556191
0.28,-0.3,-0.30938118058357
0.13,0.38,-0.975184367205027
0.34,0.1,-1.73747108070075
-0.28,-0.49,-0.51426435172881
0.45,-0.08,-0.658967005334907
0.19,0.48,-1.94605193340354
-0.45,0.3,-0.428945534467006
0.23,0.12,-0.625606780818288
0.34,-0.29,0.15128973086191
0.29,0.03,-0.341521036185091
0.18,0.1,-0.397180522950505
0.11,-0.5,1.0737315079413
-0.21,-0.5,-0.440027227944115
-0.11,-0.17,0.370146165255372
0.12,-0.22,-0.565455563505959
0.05,0.13,1.32507080917182
-0.09,-0.5,-0.750272806301697
0.23,0.09,-0.32342775217667
0.0700000000000001,0.41,-1.45629974436158
0.05,0.34,0.18783269732671
0.0700000000000001,0.31,-0.00158336479694871
-0.12,0.28,-0.488340353770135
0.22,0.38,-1.58215748579302
-0.21,-0.2,0.834253301113712
-0.05,-0.44,-1.90190635368048
-0.26,-0.11,0.651977741036205
-0.13,-0.36,-0.773406455717495
-0.4,0.44,0.258187144631633
0.32,-0.11,-0.0929239524568611
0.11,-0.48,0.316882429184354
-0.17,-0.32,0.196683269841503
-0.03,0.49,-0.775029907341754
-0.23,-0.44,-1.17933557021852
0.01,0.39,-1.03992772567427
0.4,0.09,-3.10154800600117
-0.15,-0.36,-0.687382935392315
-0.28,-0.2,-0.250728616507438
-0.11,0.32,-0.210061227838593
0.09,-0.2,-0.546656611327104
-0.14,-0.42,-2.11562238800812
0.45,0.4,-1.14462760249263
0.43,-0.12,-0.826203046042271
0.29,-0.3,-0.267829764385324
0.25,-0.06,-0.817385006252432
0.28,-0.14,-0.67542286286908
-0.32,-0.27,-0.281404002811584
0.18,0.19,-2.1978381097842
0.0700000000000001,0.02,1.20015239545783
0.23,0.32,-2.09926492125514
0.36,0.5,-0.228096322298845
0.15,-0.2,-0.108323532352823
0.1,0.36,-0.404255195358718
0.19,0.37,-1.45327574766801
0.29,0.3,-2.39090978238753
-0.25,0.14,-1.43605677124587
0.38,-0.41,-0.419924826139709
-0.22,0.36,0.908036722112851
0.12,0.29,-0.869530853724732
0.05,0.31,0.433838240849664
-0.44,-0.24,-0.844538529981752
-0.13,0.4,-0.777759918306337
0.14,-0.28,-0.139331467197712
0.48,-0.22,-0.866046564904417
-0.35,0.39,0.262404475740539
0.25,0.16,-1.55384203748632
-0.41,0.01,0.840841845659405
0.43,0.12,-3.21450297339592
0.1,0.3,-0.702944661495286
-0.19,0.19,-1.17784842207923
-0.43,-0.01,0.451939963329027
0.31,-0.28,-0.365543450643591
-0.33,-0.45,-0.188217573310709
0.03,0.08,1.19251708834538
-0.39,-0.02,0.905378460207384
0.5,-0.17,-1.0989789443331
-0.24,-0.43,-1.56767078547521
-0.19,-0.34,-0.192149115644192
0.17,-0.47,2.2834613019831
0.21,-0.18,-1.47507249921722
-0.2,-0.41,-1.69987932202107
0.0600000000000001,-0.04,1.46457933389833
-0.27,-0.03,-0.309282315133036
-0.01,-0.49,-0.629536898001534
-0.33,0.48,-0.760460993016454
-0.22,-0.39,-1.15682591813013
-0.44,0.49,0.271915889812479
-0.23,-0.3,0.660788482266159
0.02,-0.24,-0.0243665634777933
0.15,-0.06,-0.694330471885669
0.3,-0.36,1.22356009194499
0.36,0.3,-1.5610573181828
0.29,-0.27,-0.431306710372852
-0.37,-0.06,0.937659671203543
-0.2,0.31,-0.567830804327487
0.17,-0.24,0.0308772626655952
0.32,0.33,-1.227048954569
0.05,-0.32,-1.51872391759734
-0.42,0.09,0.431419680928144
0.05,0.15,1.09669953970806
0.1,-0.45,-1.00892110181829
0.2,0.34,-1.537114086802
0.47,0.25,-1.52394159940508
-0.34,-0.23,-0.827327397881131
-0.4,0.17,0.289099145835486
0.15,-0.18,-0.208129702086108
0.48,0.47,0.216337204675952
-0.42,-0.16,-0.650516808572071
0.2,-0.02,-0.542556166730308
0.48,-0.38,-1.90069656165726
0.22,0.13,-0.849696491759462
0.0600000000000001,0.24,0.157726566017375
-0.5,0.3,0.971040717079353
-0.1,-0.45,-1.67632795138621
-0.21,0.25,-0.785457209417862
-0.48,0.0600000000000001,0.922103190174943
-0.3,-0.35,-0.475682750231928
0.36,-0.11,0.0931155597761864
0.24,0.16,-1.46242939190463
0.48,0.16,-1.247483289813
0.45,-0.16,-0.808249838176317
-0.01,0.2,0.779551487901663
-0.05,0.34,-0.112898024029483
0.5,0.04,-2.7431605065596
0.23,-0.34,0.417779558052661
-0.27,0.49,-0.226559428995274
0.36,0.15,-2.96779580167764
-0.43,0.15,-0.19069970251474
0.44,0.32,-1.09927386718861
0.25,0.34,-1.26185677891804
0.4,0.23,-2.04975995322733
-0.19,-0.4,-1.22499986192627
-0.04,-0.33,-1.17943978123829
0.02,-0.47,-1.09661443744059
-0.35,-0.07,0.829714581384339
-0.28,-0.39,-0.600073703013365
0.38,0.0700000000000001,-2.13035079889574
0.0600000000000001,0.48,-1.52473698279485
0.25,0.19,-2.04182997109905
0.2,0.39,-1.27664003649084
0.09,-0.1,1.40584583108373
-0.36,-0.28,-0.499751140839426
0.29,-0.11,-0.581738600480446
0.09,-0.09,1.3838836459129
-0.34,0.17,0.695032959618483
0.1,-0.23,-0.840884187584269
0.22,0.45,-1.53430222735253
0.25,-0.19,-0.922647845571193
-0.15,-0.13,0.504174744830929
0.27,0.46,-1.64781916256859
-0.33,0.21,0.244143241365441
-0.46,-0.07,1.27364638608327
-0.38,0.0700000000000001,0.359013143253407
-0.24,0.16,-1.27296600537827
0.37,0.39,-1.49594600925318
-0.4,0.18,0.330299284025182
0.29,-0.34,0.890124278996627
0.31,0.18,-2.75574294264743
0.35,-0.33,0.178344087444844
-0.24,0.04,-0.333314199810304
0.32,-0.21,-0.422395829219771
0.38,0.46,-1.23671815290116
0.41,-0.14,-0.915236841867553
-0.36,-0.39,0.318682239894353
-0.48,0.26,0.236724814998948
0.44,0.31,-1.42038910436589
-0.16,-0.16,0.934460008627105
-0.29,0.08,-0.432159540366331
-0.11,0.34,-0.138414523092043
0.3,0.44,-1.7270102621939
-0.11,-0.49,-1.00812700189951
-0.5,0.15,0.93567929100182
0.37,0.33,-1.50017689637244
-0.02,-0.22,-0.0448573031401965
0.24,-0.14,-1.05424012008678
0.11,-0.2,-0.521528348797534
-0.25,-0.09,0.405254671758499
-0.49,0.19,0.477787895510186
0.29,-0.01,-0.341390397051634
-0.5,0.5,-1.16734200948144
0.41,-0.22,-0.74875068062611
0.35,-0.45,-0.40859266945771
0.37,-0.3,-0.238758801960927
-0.14,0.17,-0.700100522680854
0.13,-0.19,-0.149045883196444
0.19,-0.39,0.0157111174424653
0.11,0.12,0.624065462888377
-0.06,0.29,0.592403261232806
0.12,-0.01,0.072081512983319
0.18,-0.19,-0.854370998019702
-0.29,-0.4,-0.684877876870289
0.31,-0.25,-0.564776332572134
0.01,0.05,0.872688625620391
0.17,0.26,-2.09917533461463
0.01,-0.5,0.015923673899539
-0.37,-0.09,1.08019635346098
0.45,-0.22,-0.614809780869089
0.47,-0.04,-1.42918130209615
0.16,0.37,-1.18551643255851
0.0700000000000001,-0.13,1.36206002035056
0.21,0.09,-0.491178900977684
-0.35,-0.04,0.571081448344155
-0.04,0.18,1.41960481910206
-0.01,0.25,1.58041737513428
0.0600000000000001,0.23,0.0994632412203463
0.4,0,-0.825981670455115
0.35,0.19,-3.0285681648
0.39,-0.31,-0.520213733568733
0.31,0.41,-1.32846030895507
-0.32,0.09,-0.361784733093174
0.22,0.02,-0.751316816371935
0.41,0.31,-1.52368118209629
0.44,-0.36,-1.20087540120184
0.36,-0.3,-0.0801399163311733
0.5,0.22,-1.35604481140158
0.43,-0.04,-0.890769434511012
0.21,-0.14,-1.03123118158425
0.03,-0.38,-1.63282499660957
-0.12,0.02,-0.667154140449244
0.32,-0.47,-0.352334154901691
0.03,-0.24,0.0153002950396648
-0.32,0.41,0.420292453666922
0.44,0.0600000000000001,-2.65664434926979
0.33,0.12,-2.07244681722025
-0.1,-0.09,-0.859651866466289
-0.25,-0.08,0.283106376577429
-0.46,-0.04,1.15814391317714
-0.21,0.09,-1.2426482715018
0.49,-0.47,-0.187440059384656
-0.42,0.11,0.26359368376291
0.05,0.21,0.22087295447677
-0.48,0.48,-0.617429653273641
0.13,-0.43,-0.820987697219093
-0.16,-0.08,-0.706715055769382
-0.22,0.14,-1.22045516532277
0.22,-0.32,-0.090948626338021
0.12,-0.5,1.53500180107299
0.17,-0.48,2.40733591468345
-0.16,-0.29,1.29863799150782
-0.07,-0.08,-0.671686628608218
0.32,0.4,-1.19244896769708
-0.33,-0.47,-0.381175948846664
0.48,0.46,0.475799713496207
0.26,0.16,-1.62079613878116
0.17,0.38,-1.29907661635369
0.39,0.08,-2.55578419325133
0.44,-0.16,-0.972343522560573
-0.02,-0.45,-1.61579591520519
-0.11,0.14,0.298972928013573
-0.08,-0.33,-0.490025691657439
-0.21,0.48,0.655997025163933
0.33,0.16,-2.63822875929719
0.01,0.42,-1.46179680201915
-0.36,0.31,0.594583922688507
0.13,-0.35,-0.771868334895644
0.03,-0.5,0.13434193482807
0.48,-0.17,-0.832457775922366
-0.31,-0.5,-0.00761769458358437
0.22,0.17,-1.71285977924807
0.09,0.13,0.722339033181451
0.35,-0.2,-0.0903658020923961
-0.3,-0.23,-0.173317194706795
-0.47,0.1,0.233420409129665
0.0600000000000001,0.05,1.19917140056868
-0.25,0.28,0.775014970349391
-0.24,0.25,-0.160652112631615
-0.21,0.33,0.0387304416617575
-0.12,-0.16,0.462205740906579
0.5,-0.31,-1.94347754497049
-0.39,-0.38,0.470582202375591
0.38,0.04,-1.18040850829954
-0.14,-0.08,-1.01955976269259
-0.27,-0.49,-0.557840062941774
-0.33,-0.1,0.715452305621172
0.2,-0.31,-0.562550117513494
-0.33,-0.27,-0.35731627286079
-0.42,-0.4,0.0350797688309593
-0.23,-0.45,-0.53431049025852
0.28,0.22,-3.08966951380202
-0.33,-0.18,-0.557839962402663
0.35,-0.37,-0.0859137427237218
0.48,0.5,-0.967054655379273
-0.33,0.17,0.364964986333347
0.27,-0.33,0.406953347366938
-0.39,0.0600000000000001,0.483264695217123
-0.23,-0.38,-0.886167789683778
-0.09,-0.22,0.201484838619535
-0.13,0.0600000000000001,-0.788910029281704
0.16,0.21,-2.16122879891236
-0.3,-0.39,-0.429751261873827
0.13,0.17,-1.33333931772704
-0.3,0.37,0.480185447669535
-0.43,-0.39,-0.0971056714231799
-0.06,0.37,-0.547095591496087
-0.33,-0.04,-0.126142242033145
0.24,-0.21,-0.843087048300942
0.23,-0.2,-1.12710659900189
0.33,-0.45,-0.442776827029188
-0.03,0.38,-0.792248169733457
-0.07,0.14,1.28037364198464
-0.13,0.37,-0.468746130851713
0.04,0.5,-1.64507183981306
0.12,0.13,0.118420122915403
0.27,-0.15,-0.77267753653164
-0.15,0.26,-0.70565390511105
-0.05,0.09,0.576667545101425
-0.01,-0.04,0.641103821435121
0.41,-0.11,-0.904100234980528
-0.47,0,1.23382333688071
-0.44,0.11,-0.145852426023227
0.46,-0.43,-1.76622024760633
-0.37,-0.36,0.202435540560177
-0.26,0.18,-1.14845787076355
0.0700000000000001,0.14,1.04844164466814
0.24,0.38,-1.52119250520032
0.33,-0.09,0.0403628716805936
-0.13,0.22,-0.844142807732169
0.22,-0.38,0.817352697940383
0.41,-0.24,-0.713614602988261
0.32,-0.31,0.414756966093394
-0.36,0.15,0.653944847214742
0.04,0,0.920952776620049
-0.13,-0.24,0.629618186454033
-0.37,0.22,0.666795852248846
0.25,-0.38,1.65896821447942
